name,date_for_local_environment,lon,lat,basin
1980069S12161,11/03/1980 12:00,159.5,-17.3,SP
1980073S09133,15/03/1980 6:00,135.7,-10,SP
1980081S12170,23/03/1980 0:00,175,-14,SP
1980085S09170,26/03/1980 0:00,178,-11,SP
1980092S15183,3/04/1980 0:00,179,-15.1,SP
1980094N02179,5/04/1980 0:00,180,9.5,WP
1980126N08150,10/05/1980 18:00,132.3,11.4,WP
1980133N07149,12/05/1980 18:00,144.5,7.2,WP
1980137N04158,19/05/1980 18:00,152.2,6.6,WP
1980140N16116,22/05/1980 0:00,114.5,16.5,WP
1980161N09249,9/06/1980 6:00,-111.8,8.7,EP
1980171N06142,24/06/1980 0:00,120.8,12,WP
1980177N14259,25/06/1980 6:00,-101.4,13.5,EP
1980183N13250,1/07/1980 18:00,-114.8,12.6,EP
1980187N09146,6/07/1980 12:00,138.8,13.1,WP
1980197N07154,17/07/1980 18:00,140.4,13,WP
1980200N13249,20/07/1980 0:00,-114.3,16.3,EP
1980201N08155,21/07/1980 6:00,142,10,WP
1980208N23153,29/07/1980 6:00,148.8,24.1,WP
1980210N17251,28/07/1980 12:00,-110,17.1,EP
1980213N11256,31/07/1980 0:00,-103.9,11,EP
1980214N11330,1/08/1980 12:00,-38.6,10.7,NA
1980219N15165,7/08/1980 18:00,158.1,14.2,WP
1980219N15258,5/08/1980 18:00,-102.1,14.9,EP
1980227N13325,14/08/1980 0:00,-35.5,12.7,NA
1980236N13255,23/08/1980 0:00,-105.5,13.8,EP
1980236N15144,24/08/1980 18:00,135.5,18.1,WP
1980246N05151,6/09/1980 12:00,144,16,WP
1980249N18336,4/09/1980 12:00,-24,17.7,NA
1980249N28269,5/09/1980 6:00,-91.8,28.4,NA
1980250N13341,6/09/1980 6:00,-20,12.5,NA
1980254N14112,13/09/1980 12:00,114,19,WP
1980256N10154,14/09/1980 18:00,148.7,19.6,WP
1980257N17133,13/09/1980 12:00,133.4,17.3,WP
1980260N13256,16/09/1980 0:00,-103.8,12.7,EP
1980265N15283,20/09/1980 18:00,-78.7,14.8,NA
1980266N16257,22/09/1980 6:00,-105.2,16.5,EP
1980269N15147,27/09/1980 6:00,142.5,20,WP
1980270N13165,28/09/1980 6:00,157.4,13.3,WP
1980277N09157,3/10/1980 6:00,155,5.3,WP
1980282N19162,12/10/1980 18:00,142.9,25.4,WP
1980285N13252,10/10/1980 18:00,-108.2,12.5,EP
1980296N05165,28/10/1980 12:00,153.3,7.8,WP
1980300N08137,29/10/1980 12:00,119.6,15.7,WP
1980313N14277,9/11/1980 0:00,-84.6,19.3,NA
1980323N04180,20/11/1980 18:00,162,9,WP
1980332S16214,28/11/1980 0:00,-142,-17.4,SP
1980349N10138,14/12/1980 18:00,133,11.6,WP
1981011S12185,12/01/1981 0:00,-178.3,-12.8,SP
1981039S09178,10/02/1981 0:00,168.8,-14.5,SP
1981047S18181,18/02/1981 12:00,-166,-19.2,SP
1981051S14181,21/02/1981 0:00,-171,-16,SP
1981054S12181,23/02/1981 0:00,-176,-11.8,SP
1981056S14141,3/03/1981 12:00,159.7,-18.2,SP
1981060S06176,1/03/1981 12:00,178,-11,SP
1981061S11178,1/03/1981 12:00,178,-11,SP
1981068S19199,9/03/1981 12:00,-157,-20.3,SP
1981070N03173,12/03/1981 0:00,168,6,WP
1981077S13198,19/03/1981 0:00,-159.1,-14.4,SP
1981086S16183,29/03/1981 12:00,-174.5,-20.5,SP
1981102N04162,15/04/1981 6:00,153.8,5.4,WP
1981118N04164,30/04/1981 0:00,161,7,WP
1981127N18276,7/05/1981 0:00,-82.7,18.4,NA
1981151N11255,31/05/1981 6:00,-105,12.4,EP
1981158N17119,8/06/1981 12:00,115,18,WP
1981166N11135,17/06/1981 0:00,130.9,14.3,WP
1981176N08150,30/06/1981 0:00,127,13.8,WP
1981178N05160,2/07/1981 18:00,128,12,WP
1981180N11257,28/06/1981 18:00,-103.4,11.4,EP
1981186N13258,5/07/1981 0:00,-103.2,13.5,EP
1981192N13253,10/07/1981 18:00,-106.9,13.3,EP
1981195N11138,17/07/1981 12:00,131.6,19.5,WP
1981198N18253,17/07/1981 18:00,-109.6,18.1,EP
1981202N24123,22/07/1981 0:00,123,26,WP
1981207N22150,27/07/1981 18:00,147.3,24.4,WP
1981212N17142,1/08/1981 0:00,140,17,WP
1981213N16140,2/08/1981 12:00,146.5,24,WP
1981214N13113,4/08/1981 12:00,115,15,WP
1981218N20168,7/08/1981 12:00,164.8,22,WP
1981219N11334,7/08/1981 12:00,-28.1,10.8,NA
1981219N12255,6/08/1981 18:00,-106.2,12.1,EP
1981225N16249,14/08/1981 6:00,-113.2,16.8,EP
1981226N16119,18/08/1981 6:00,111,18,WP
1981226N17142,16/08/1981 18:00,157.2,26.1,WP
1981227N18129,15/08/1981 18:00,131,18,WP
1981234N18253,21/08/1981 12:00,-107.5,17.5,EP
1981237N16148,26/08/1981 12:00,142,16.8,WP
1981240N17257,28/08/1981 6:00,-104.4,17.7,EP
1981244N30287,31/08/1981 12:00,-72.7,29.8,NA
1981245N23161,3/09/1981 0:00,154.3,22.1,WP
1981247N16300,4/09/1981 6:00,-62.6,18,NA
1981250N15306,7/09/1981 12:00,-57.4,15.1,NA
1981255N14311,12/09/1981 6:00,-52.7,17.1,NA
1981256N10150,15/09/1981 12:00,136.7,12.3,WP
1981258N15237,14/09/1981 6:00,-123.4,14.5,EP
1981261N25174,19/09/1981 18:00,166,26,WP
1981262N16256,18/09/1981 18:00,-104.5,15.5,EP
1981265N14328,22/09/1981 18:00,-38.4,12.5,NA
1981266N09151,24/09/1981 18:00,144.7,11.1,WP
1981280N20250,6/10/1981 12:00,-110,19.5,EP
1981281N15245,7/10/1981 18:00,-115.4,15.1,EP
1981282N15256,8/10/1981 18:00,-104.5,14.5,EP
1981283N07132,13/10/1981 6:00,115.8,11.6,WP
1981286N10150,15/10/1981 6:00,146.5,16,WP
1981297N11261,24/10/1981 6:00,-100.3,11,EP
1981303N25313,29/10/1981 12:00,-47.5,25,NA
1981307N17279,3/11/1981 18:00,-81.4,17.8,NA
1981317N14153,14/11/1981 6:00,148.3,15.6,WP
1981319N07163,18/11/1981 18:00,150,13,WP
1981324N08158,22/11/1981 12:00,149.1,13.7,WP
1981343N05150,10/12/1981 18:00,147.8,9.3,WP
1981351S12060,18/12/1981 12:00,53.7,-10.9,SI
1981353S09172,19/12/1981 0:00,170,-10,SP
1981355N07149,23/12/1981 0:00,137.5,9.5,WP
1982024S18166,25/01/1982 0:00,170.4,-18.2,SP
1982030S15065,1/02/1982 18:00,54,-17.3,SI
1982031S21048,31/01/1982 18:00,48.9,-20.7,SI
1982036S16060,5/02/1982 18:00,57.4,-17.1,SI
1982058S10185,28/02/1982 0:00,-170.9,-12.1,SP
1982073N07153,15/03/1982 18:00,147.3,7.5,WP
1982077N04161,18/03/1982 18:00,156.5,5.1,WP
1982087N04157,29/03/1982 0:00,156.1,6.5,WP
1982131S09157,16/05/1982 0:00,159,-13.9,SP
1982136N08140,17/05/1982 12:00,131.8,10.8,WP
1982140N11255,21/05/1982 6:00,-105.7,12.3,EP
1982154N22273,2/06/1982 18:00,-86.5,22.2,NA
1982167N13255,15/06/1982 6:00,-105.2,12.8,EP
1982169N09149,20/06/1982 18:00,139.2,9.8,WP
1982169N26274,18/06/1982 0:00,-86.4,25.8,NA
1982176N18114,27/06/1982 18:00,115,17,WP
1982179N19128,29/06/1982 0:00,131,22,WP
1982183N13253,1/07/1982 6:00,-107.1,13,EP
1982188N09262,7/07/1982 6:00,-98.8,9.5,EP
1982190N09148,13/07/1982 12:00,129.2,13.6,WP
1982194N10224,12/07/1982 6:00,-134.4,8.5,EP
1982199N11257,17/07/1982 12:00,-103.2,11.2,EP
1982202N11165,22/07/1982 18:00,161.5,12.8,WP
1982202N12148,21/07/1982 18:00,146,11.7,WP
1982207N09243,26/07/1982 6:00,-117.3,9.4,EP
1982210N11245,29/07/1982 0:00,-114.8,11.3,EP
1982213N12253,2/08/1982 6:00,-110.3,12.5,EP
1982213N13145,5/08/1982 12:00,125.3,20.7,WP
1982215N10236,3/08/1982 18:00,-126.2,11,EP
1982220N08154,8/08/1982 18:00,150.2,10.2,WP
1982221N10236,8/08/1982 18:00,-123.7,9.5,EP
1982221N10250,9/08/1982 0:00,-111.6,10.1,EP
1982227N09140,22/08/1982 0:00,119.5,12,WP
1982229N09154,19/08/1982 6:00,145,10,WP
1982238N10161,26/08/1982 18:00,155,13.5,WP
1982241N14338,28/08/1982 6:00,-22.1,13.9,NA
1982242N11191,30/08/1982 6:00,-169,11,EP
1982242N13253,30/08/1982 6:00,-108.9,12.8,EP
1982246N16119,4/09/1982 12:00,117.4,17,WP
1982247N11147,5/09/1982 12:00,144.6,12.9,WP
1982248N14133,5/09/1982 6:00,132.2,13.3,WP
1982252N26269,10/09/1982 0:00,-93.1,26.8,NA
1982253N10250,10/09/1982 12:00,-113,11.1,EP
1982257N17140,16/09/1982 0:00,132.7,17.5,WP
1982257N20172,16/09/1982 12:00,161.4,26.2,WP
1982257N20291,14/09/1982 0:00,-71,21.5,NA
1982259N15202,15/09/1982 12:00,-158.1,13.9,EP
1982259N16218,15/09/1982 12:00,-142.7,14.8,EP
1982262N11258,18/09/1982 18:00,-101.7,11.3,EP
1982262N12270,25/09/1982 12:00,-105.9,14.7,EP
1982272N11156,1/10/1982 18:00,149.1,11.9,WP
1982274N13265,30/09/1982 12:00,-94.2,8,EP
1982274N25295,30/09/1982 18:00,-66.8,25.3,NA
1982283N16148,10/10/1982 18:00,143,16,WP
1982286N09170,15/10/1982 12:00,155.1,12.3,WP
1982287N09269,13/10/1982 18:00,-91.3,8.3,EP
1982293N09257,22/10/1982 0:00,-114.9,13.3,EP
1982304S10171,1/11/1982 12:00,170.5,-9.8,SP
1982311S09181,10/11/1982 0:00,173,-11.5,SP
1982325N08176,24/11/1982 6:00,174,7,WP
1982334S09060,2/12/1982 18:00,55.8,-12.2,SI
1982339N07139,7/12/1982 12:00,128,12,WP
1982344S09200,11/12/1982 12:00,-155.8,-12.2,SP
1982355S09060,24/12/1982 12:00,70,-12,SI
1983010S08049,9/01/1983 18:00,48.4,-8.5,SI
1983019S14176,23/01/1983 0:00,172.9,-12.2,SP
1983022S10218,23/01/1983 0:00,-139.7,-12.5,SP
1983052S13217,21/02/1983 12:00,-143.5,-14.5,SP
1983054S15179,24/02/1983 12:00,174.8,-14,SP
1983056S11193,25/02/1983 12:00,-164,-12,SP
1983066S11213,7/03/1983 0:00,-147,-11,SP
1983079S13224,20/03/1983 0:00,-136.2,-12.6,SP
1983082S11180,24/03/1983 0:00,177.1,-12.5,SP
1983086S08204,28/03/1983 12:00,-159,-10.7,SP
1983105S09228,15/04/1983 12:00,-132.2,-10,SP
1983141N07269,21/05/1983 6:00,-92.7,7.4,EP
1983160N11266,9/06/1983 12:00,-96.2,11.2,EP
1983167N05145,24/06/1983 18:00,111.2,14.5,WP
1983183N11251,4/07/1983 0:00,-110.7,13,EP
1983186N04153,12/07/1983 6:00,131.3,11.3,WP
1983187N12259,6/07/1983 6:00,-103.1,12.7,EP
1983188N06136,10/07/1983 6:00,121,13,WP
1983193N11256,12/07/1983 12:00,-104.5,10.7,EP
1983198N18255,19/07/1983 0:00,-109.5,19.3,EP
1983201N08144,22/07/1983 6:00,134,14.8,WP
1983205N11265,23/07/1983 12:00,-95.3,11,EP
1983208N11265,27/07/1983 6:00,-96,11.3,EP
1983212N06151,4/08/1983 18:00,141.4,9,WP
1983220N16111,13/08/1983 0:00,118.2,19.2,WP
1983221N13254,8/08/1983 12:00,-103.3,6.3,EP
1983223N23143,11/08/1983 12:00,143.4,23.2,WP
1983228N27270,15/08/1983 6:00,-91.1,26.2,NA
1983229N15140,19/08/1983 18:00,132.2,16.8,WP
1983236N26284,23/08/1983 18:00,-76,26,NA
1983237N11253,26/08/1983 6:00,-113.5,13.9,EP
1983239N10183,30/08/1983 18:00,160,12,WP
1983243N12259,31/08/1983 6:00,-101.3,11.9,EP
1983249N15260,6/09/1983 6:00,-100,15.4,EP
1983255N12261,12/09/1983 0:00,-99.3,11.9,EP
1983259N08161,20/09/1983 0:00,145.5,10,WP
1983264N15248,20/09/1983 18:00,-106.5,14.7,EP
1983270N28287,26/09/1983 6:00,-66.4,28.8,NA
1983271N12242,28/09/1983 6:00,-120.3,12.6,EP
1983271N18118,28/09/1983 12:00,117,18.5,WP
1983274N12251,1/10/1983 6:00,-110,12.2,EP
1983276N06130,6/10/1983 12:00,114.2,11,WP
1983279N04140,10/10/1983 12:00,124.1,14.7,WP
1983279N17148,7/10/1983 12:00,141,19,WP
1983281N12256,8/10/1983 12:00,-105.1,12.3,EP
1983282N09155,16/10/1983 6:00,113,9,WP
1983283N13230,9/10/1983 12:00,-129.6,12.5,EP
1983285N09260,12/10/1983 12:00,-102.6,9.4,EP
1983287N09164,21/10/1983 12:00,118.6,16.9,WP
1983299N07172,31/10/1983 12:00,144.8,10.2,WP
1983306N08259,1/11/1983 12:00,-99.7,8.3,EP
1983311N15161,8/11/1983 12:00,154,18,WP
1983317N12153,17/11/1983 12:00,134,11.2,WP
1983319N05157,27/11/1983 12:00,130,16.5,WP
1983321N11111,18/11/1983 12:00,112.5,9.5,WP
1983334N08146,2/12/1983 12:00,133.5,15.3,WP
1983339N13257,4/12/1983 12:00,-102.9,12.9,EP
1983339S10065,7/12/1983 0:00,61.1,-9.9,SI
1983347N06154,15/12/1983 12:00,137.8,10,WP
1983353S08070,20/12/1983 12:00,68.1,-10.8,SI
1984005S15044,4/01/1984 18:00,43.1,-15.1,SI
1984020S11077,21/01/1984 12:00,70.2,-17.5,SI
1984022S08086,27/01/1984 0:00,81.6,-15.3,SI
1984025S14073,29/01/1984 12:00,56.7,-14,SI
1984032S15160,1/02/1984 12:00,160.5,-15.6,SP
1984035S15152,7/02/1984 12:00,159.6,-19.8,SP
1984038S12073,13/02/1984 6:00,72.6,-17.5,SI
1984051S20163,22/02/1984 0:00,174.5,-23.5,SP
1984076S13173,17/03/1984 0:00,174.9,-16.3,SP
1984083S16174,23/03/1984 0:00,174,-16,SP
1984139N09260,18/05/1984 6:00,-102.8,9.1,EP
1984150N12266,28/05/1984 12:00,-93,10.5,EP
1984159N12116,8/06/1984 18:00,112.7,12.8,WP
1984169N14257,17/06/1984 0:00,-104.4,11.6,EP
1984169N20137,19/06/1984 6:00,132.8,21.4,WP
1984177N10254,25/06/1984 6:00,-107.4,10.3,EP
1984180N10258,29/06/1984 0:00,-104.8,10.9,EP
1984180N16130,1/07/1984 6:00,124.3,16.5,WP
1984184N06139,7/07/1984 12:00,117,18.2,WP
1984186N16154,7/07/1984 12:00,146.1,19.2,WP
1984186N16256,3/07/1984 6:00,-106.4,20.2,EP
1984189N11265,7/07/1984 6:00,-95.5,10.5,EP
1984204N21162,24/07/1984 6:00,156.6,21.7,WP
1984207N29135,25/07/1984 12:00,135.5,27.4,WP
1984210N16249,27/07/1984 12:00,-110.6,16,EP
1984214N12143,5/08/1984 18:00,126.6,18.3,WP
1984217N14264,4/08/1984 6:00,-97.9,14.2,EP
1984225N18142,15/08/1984 12:00,132.9,21.4,WP
1984227N18118,15/08/1984 12:00,118.5,19.8,WP
1984228N15261,15/08/1984 6:00,-99.5,14.5,EP
1984230N09210,16/08/1984 12:00,-149.6,8.7,EP
1984230N12226,16/08/1984 12:00,-134,12.2,EP
1984237N11230,29/08/1984 0:00,-147,11.6,EP
1984238N18137,27/08/1984 12:00,128,17.5,WP
1984239N08146,26/08/1984 18:00,146.3,10,WP
1984239N16246,26/08/1984 6:00,-114.1,15.6,EP
1984242N11309,29/08/1984 0:00,-52.5,10.5,NA
1984244N13319,31/08/1984 0:00,-43.4,13.7,NA
1984250N17256,5/09/1984 6:00,-107,15.3,EP
1984255N25173,13/09/1984 12:00,171.1,21.9,WP
1984258N20264,13/09/1984 18:00,-95.5,20.5,NA
1984259N19245,14/09/1984 12:00,-115.6,17.8,EP
1984260N14339,16/09/1984 6:00,-23.4,14,NA
1984262N14259,17/09/1984 12:00,-101,14.5,EP
1984267N18120,24/09/1984 12:00,114.8,18,WP
1984270N13262,28/09/1984 6:00,-104.8,12.4,EP
1984270N19141,27/09/1984 0:00,141.5,21,WP
1984270N22147,27/09/1984 18:00,150.6,23.8,WP
1984270N23287,26/09/1984 0:00,-74.9,24.3,NA
1984277N07151,7/10/1984 6:00,152.3,19,WP
1984281N13146,10/10/1984 18:00,153.5,20.5,WP
1984281N24291,8/10/1984 0:00,-70.4,23.9,NA
1984282N11263,8/10/1984 18:00,-101,11.5,EP
1984283N09139,10/10/1984 18:00,142.5,12.5,WP
1984284N11116,11/10/1984 18:00,112.6,12,WP
1984290N06153,18/10/1984 18:00,148.8,10.7,WP
1984291N13130,23/10/1984 18:00,116.5,12.5,WP
1984294N04163,22/10/1984 18:00,155,9,WP
1984302N00149,31/10/1984 18:00,144.5,4.5,WP
1984305N13262,31/10/1984 12:00,-100.2,13.1,EP
1984311N15291,6/11/1984 6:00,-67.7,15.8,NA
1984313N14154,8/11/1984 12:00,153.5,14.2,WP
1984317N04164,14/11/1984 12:00,154.2,6,WP
1984325S15052,20/11/1984 6:00,51,-15,SI
1984336N05156,4/12/1984 18:00,137.8,7.6,WP
1984337S11082,3/12/1984 12:00,78.1,-14.1,SI
1984339S05102,5/12/1984 6:00,98,-7.2,SI
1984355S16129,21/12/1984 18:00,123.8,-16.8,SI
1984361S12146,28/12/1984 12:00,158.5,-19.7,SP
1985005N04157,6/01/1985 18:00,154,6,WP
1985005N08133,5/01/1985 0:00,132,9,WP
1985009S11072,12/01/1985 0:00,60.2,-13.5,SI
1985009S12182,10/01/1985 0:00,-175.7,-12,SP
1985012S16161,14/01/1985 12:00,163.5,-15.5,SP
1985014S16151,16/01/1985 12:00,159,-16,SP
1985025S09073,27/01/1985 12:00,66.9,-16.4,SI
1985025S15203,26/01/1985 0:00,-160,-17.5,SP
1985026S16126,28/01/1985 18:00,121.1,-18.3,SI
1985041S14129,10/02/1985 12:00,127.9,-14.3,SI
1985042S08101,12/02/1985 6:00,101.7,-9.1,SI
1985042S18060,10/02/1985 18:00,69.8,-7.6,SI
1985046S09128,16/02/1985 0:00,126.1,-12.1,SI
1985060S11112,5/03/1985 6:00,98.7,-10.4,SI
1985062S15170,3/03/1985 0:00,170.1,-15.4,SP
1985065S09118,7/03/1985 0:00,119.1,-9.9,SI
1985070S17175,12/03/1985 12:00,167.5,-14.8,SP
1985100S07104,11/04/1985 6:00,103.5,-7.3,SI
1985136N07129,20/05/1985 12:00,132,12.5,WP
1985158N10267,6/06/1985 18:00,-92.8,10.2,EP
1985159N09241,9/06/1985 12:00,-120.8,8.3,EP
1985162N05154,19/06/1985 12:00,132,14.7,WP
1985166N19111,16/06/1985 18:00,112.3,17,WP
1985168N05156,24/06/1985 18:00,135,9.4,WP
1985177N10258,27/06/1985 6:00,-105.9,10.1,EP
1985178N10236,28/06/1985 12:00,-128.2,11.5,EP
1985184N15258,2/07/1985 12:00,-102.2,14.8,EP
1985189N12260,8/07/1985 6:00,-102.4,13,EP
1985199N08143,22/07/1985 0:00,145.8,22.7,WP
1985199N18248,18/07/1985 12:00,-112.8,19.5,EP
1985201N12256,21/07/1985 6:00,-107.7,12.8,EP
1985202N13226,20/07/1985 18:00,-134.4,13.2,EP
1985202N26275,22/07/1985 6:00,-84.2,25.8,NA
1985210N14257,29/07/1985 6:00,-103.4,14,EP
1985211N12237,30/07/1985 18:00,-128.6,13.3,EP
1985212N22148,2/08/1985 18:00,134.8,25.5,WP
1985219N14254,7/08/1985 0:00,-107.3,14.7,EP
1985220N18128,11/08/1985 6:00,130.5,23,WP
1985224N19279,13/08/1985 12:00,-85.6,22.3,NA
1985226N23126,15/08/1985 12:00,125.5,25.3,WP
1985227N16149,17/08/1985 6:00,141.4,18.6,WP
1985231N16142,23/08/1985 12:00,142,18,WP
1985232N16248,21/08/1985 0:00,-117.8,17.5,EP
1985234N13258,23/08/1985 12:00,-105.8,12.8,EP
1985236N23125,25/08/1985 18:00,122.6,22.7,WP
1985237N21130,27/08/1985 12:00,141.3,23,WP
1985240N08148,1/09/1985 0:00,133,15.1,WP
1985240N09198,31/08/1985 0:00,179,13,WP
1985240N16256,30/08/1985 12:00,-113.6,13.4,EP
1985240N20286,28/08/1985 6:00,-76,20.8,NA
1985244N14254,2/09/1985 0:00,-111.2,15,EP
1985249N13265,6/09/1985 12:00,-99.1,13.5,EP
1985256N13146,14/09/1985 18:00,133.5,17.7,WP
1985259N12262,16/09/1985 6:00,-100.3,12.5,EP
1985259N24289,16/09/1985 6:00,-69.4,24.5,NA
1985260N13115,20/09/1985 0:00,112.8,17.3,WP
1985260N13336,17/09/1985 0:00,-25.9,14.1,NA
1985261N13243,19/09/1985 12:00,-117.9,14.9,EP
1985268N03161,30/09/1985 0:00,130.9,16,WP
1985268N16126,27/09/1985 12:00,116.8,19.3,WP
1985280N15254,7/10/1985 0:00,-106.1,15,EP
1985280N18291,6/10/1985 18:00,-65.8,18.6,NA
1985281N02144,12/10/1985 0:00,121.8,10.1,WP
1985284N05159,13/10/1985 6:00,147,11,WP
1985286N05162,15/10/1985 18:00,154,9,WP
1985294N10122,24/10/1985 12:00,121,17.5,WP
1985297N10201,23/10/1985 12:00,-158.3,10.3,EP
1985298N12249,26/10/1985 18:00,-116.9,11.4,EP
1985299N25270,26/10/1985 0:00,-90.5,24.5,NA
1985320N21296,15/11/1985 6:00,-61,21.6,NA
1985323N05107,20/11/1985 12:00,111.4,7.4,WP
1985329S09104,27/11/1985 18:00,101.3,-8.5,SI
1985347N07155,17/12/1985 12:00,138.5,9.5,WP
1985347N09114,17/12/1985 18:00,115.2,8,WP
1986007S09098,9/01/1986 6:00,95.7,-9.8,SI
1986018S14108,18/01/1986 12:00,108.9,-13.8,SI
1986021S16140,23/01/1986 0:00,145,-17.1,SP
1986027S13145,29/01/1986 6:00,146.6,-13.4,SP
1986029N04152,1/02/1986 0:00,143.5,4.3,WP
1986029S14069,30/01/1986 18:00,64.8,-12.2,SI
1986036S16187,5/02/1986 12:00,-171.9,-17.2,SP
1986036S19216,5/02/1986 12:00,-141.8,-20.4,SP
1986038S13158,8/02/1986 6:00,164.1,-17.5,SP
1986048S16116,18/02/1986 0:00,115.2,-16.8,SI
1986049S18043,17/02/1986 18:00,39.6,-18,SI
1986052S13114,22/02/1986 6:00,114.8,-15.4,SI
1986056S09130,26/02/1986 12:00,120.6,-14.8,SI
1986060S16158,4/03/1986 0:00,160,-19.5,SP
1986062S13125,2/03/1986 6:00,128.2,-12.7,SI
1986062S15150,6/03/1986 0:00,152.7,-16.4,SP
1986070S13082,12/03/1986 18:00,76,-15.3,SI
1986095S11105,6/04/1986 18:00,101.4,-10.7,SI
1986099S12168,10/04/1986 6:00,169.6,-12.4,SP
1986111S08156,23/04/1986 0:00,154.5,-10.4,SP
1986112N02152,26/04/1986 6:00,140,6.9,WP
1986124S05090,5/05/1986 6:00,91.2,-5,SI
1986134N08149,16/05/1986 6:00,157.8,7.1,WP
1986135S07160,16/05/1986 18:00,162.7,-7.5,SP
1986136N18114,23/05/1986 0:00,114.6,19.6,WP
1986142N13253,23/05/1986 18:00,-105.2,10.5,EP
1986156N26284,5/06/1986 12:00,-76.4,28.4,NA
1986169N07152,21/06/1986 12:00,130.4,12.7,WP
1986169N09247,17/06/1986 12:00,-112.6,8.7,EP
1986172N04161,28/06/1986 12:00,133.5,15.6,WP
1986175N26273,24/06/1986 6:00,-88.4,26,NA
1986176N11262,25/06/1986 12:00,-99.8,10.6,EP
1986179N11175,3/07/1986 0:00,151.8,13.7,WP
1986185N14256,5/07/1986 6:00,-110,16.7,EP
1986190N11162,12/07/1986 6:00,144,16.4,WP
1986198N10245,16/07/1986 12:00,-115,10.3,EP
1986200N17111,20/07/1986 0:00,111.8,18.8,WP
1986206N11265,27/07/1986 18:00,-112,14,EP
1986209N13139,31/07/1986 6:00,126.6,16,WP
1986214N09234,3/08/1986 0:00,-133.3,9,EP
1986221N17163,12/08/1986 18:00,157.3,18.7,WP
1986225N17134,15/08/1986 6:00,129.6,18.2,WP
1986228N19120,17/08/1986 18:00,117,15,WP
1986229N17256,16/08/1986 6:00,-104.3,17.3,EP
1986232N15246,20/08/1986 0:00,-115,15.5,EP
1986233N10263,20/08/1986 6:00,-105.5,7.4,EP
1986240N24160,1/09/1986 18:00,140.8,28.8,WP
1986241N18248,30/08/1986 6:00,-115.1,18.2,EP
1986250N11308,7/09/1986 6:00,-52,10.5,NA
1986252N06153,13/09/1986 12:00,143.4,12.6,WP
1986254N22309,10/09/1986 12:00,-49,21.5,NA
1986257N14230,13/09/1986 12:00,-126.1,12.9,EP
