name,date_for_local_environment,lon,lat
   1984178N12165,28/06/1984 6:00,164,15.2
   1984178N15085,26/06/1984 18:00,84.2,13.7
   1984178N06197,27/06/1984 18:00,-174.4,8.5
   1984179N20175,27/06/1984 18:00,175.5,22.5
   1984179N11341,28/06/1984 0:00,-17.3,10.9
   1984179N17127,27/06/1984 12:00,125.7,15.2
   1984179N12100,28/06/1984 0:00,97.1,12.4
   1984179N15085,27/06/1984 18:00,84.4,13.7
   1984180N06130,29/06/1984 0:00,129.9,6
   1984181N12269,30/06/1984 0:00,-96.3,9.3
   1984181N06207,1/07/1984 0:00,-162.5,5.5
   1984182N08268,30/06/1984 12:00,-82.6,4.9
   1984182N30266,1/07/1984 12:00,-93,29.4
   1984183N03077,2/07/1984 12:00,86.9,-2.1
   1984184N07271,4/07/1984 6:00,-93.1,5.4
   1984185N20090,4/07/1984 6:00,88.5,19.2
   1984185N05319,3/07/1984 12:00,-40.8,4.9
   1984185N08274,5/07/1984 0:00,-81.9,7.8
   1984186N09213,4/07/1984 12:00,-147.3,9.2
   1984187N08269,5/07/1984 18:00,-92.6,13.1
   1984187N06347,5/07/1984 12:00,-12.4,5.9
   1984187N06092,8/07/1984 0:00,97.7,5.2
   1984188N05280,7/07/1984 18:00,-86.6,9
   1984188N29285,6/07/1984 12:00,-74.8,29.4
   1984189N16275,8/07/1984 12:00,-85.6,18.9
   1984189N15131,9/07/1984 0:00,127.2,12.2
   1984190N21265,9/07/1984 18:00,-94.6,22.5
   1984190N06279,9/07/1984 6:00,-83.4,6.3
   1984191N24177,10/07/1984 12:00,170.7,24.3
   1984191N08346,9/07/1984 18:00,-15.8,11.6
   1984191N03004,10/07/1984 0:00,3.8,4.5
   1984192N06268,11/07/1984 6:00,-90.4,10.6
   1984193N06346,12/07/1984 18:00,-16.1,6.9
   1984193N11246,11/07/1984 18:00,-115.9,10.8
   1984194N24177,12/07/1984 18:00,178,25.6
   1984194N16091,14/07/1984 0:00,90.9,19.8
   1984195N24177,14/07/1984 0:00,172.4,19.3
   1984195N05187,14/07/1984 18:00,171.5,3.8
   1984195N02009,14/07/1984 12:00,4,5.2
   1984195N11284,14/07/1984 18:00,-82.1,11.6
   1984195N22268,14/07/1984 6:00,-95.1,22.8
   1984197N14160,15/07/1984 18:00,160.3,13.9
   1984198N13086,18/07/1984 6:00,86.9,15.8
   1984198N11257,16/07/1984 12:00,-103.2,10.5
   1984198N27173,16/07/1984 18:00,170.6,24.6
   1984199N09189,17/07/1984 6:00,-167.3,9
   1984199N09212,19/07/1984 6:00,-146.5,9
   1984199N07251,19/07/1984 6:00,-110.6,8
   1984200N09330,19/07/1984 0:00,-32.9,8.9
   1984200N24067,19/07/1984 6:00,66.5,21.1
   1984200N11257,19/07/1984 18:00,-102.4,9.9
   1984201N12344,19/07/1984 0:00,-15.8,11.6
   1984201N06282,20/07/1984 6:00,-80.7,11.1
   1984201N11304,20/07/1984 0:00,-58.6,13.2
   1984201N06092,20/07/1984 0:00,90.6,5.4
   1984201N14246,20/07/1984 6:00,-114.6,10.2
   1984202N05282,20/07/1984 12:00,-78.3,6.4
   1984202N13322,21/07/1984 0:00,-40.3,11.5
   1984203N09206,21/07/1984 6:00,-156.8,10.2
   1984203N07277,22/07/1984 0:00,-85.1,9.2
   1984203N07325,22/07/1984 6:00,-38,8.5
   1984203N05189,22/07/1984 12:00,-174.7,10.1
   1984204N10326,23/07/1984 0:00,-37.9,9.1
   1984204N10198,23/07/1984 6:00,-165.8,10.4
   1984205N10218,24/07/1984 12:00,-135.1,10.9
   1984205N12211,24/07/1984 6:00,-146.5,10.2
   1984205N08347,25/07/1984 12:00,-27.3,10.4
   1984206N28194,25/07/1984 0:00,-165.6,25.8
   1984206N09108,25/07/1984 0:00,108.5,9.2
   1984207N25160,25/07/1984 12:00,162,23.1
   1984207N13262,26/07/1984 12:00,-104.1,15.6
   1984207N10134,25/07/1984 18:00,133.7,10.4
   1984207N24182,26/07/1984 12:00,-178.5,25.3
   1984208N08108,27/07/1984 12:00,115.3,13.9
   1984208N07218,27/07/1984 12:00,-145.8,7.6
   1984209N10228,27/07/1984 0:00,-132.5,10.2
   1984209N24193,29/07/1984 0:00,-172,23.5
   1984209N19282,29/07/1984 12:00,-87.1,22
   1984210N13183,29/07/1984 0:00,179.4,18.3
   1984210N14257,28/07/1984 18:00,-104.3,13.1
   1984210N02142,29/07/1984 0:00,141.2,1.1
   1984211N08199,29/07/1984 18:00,-163.7,7.1
   1984211N12258,31/07/1984 0:00,-100.8,12
   1984211N16117,30/07/1984 0:00,116.7,14.5
   1984211N14091,30/07/1984 12:00,94.5,15.3
   1984211N04185,31/07/1984 0:00,-176,5
   1984211N10274,30/07/1984 6:00,-87.6,7.3
   1984212N03184,30/07/1984 18:00,177.2,4.8
   1984212N28276,30/07/1984 12:00,-84.7,26.5
   1984213N08167,31/07/1984 18:00,161.4,2.8
   1984214N02133,2/08/1984 0:00,127.4,-4.4
   1984216N23117,3/08/1984 18:00,116,17.3
   1984216N19090,3/08/1984 12:00,90.4,19
   1984218N22088,5/08/1984 18:00,88,17.9
   1984219N28163,7/08/1984 18:00,162.4,24.1
   1984219N11226,7/08/1984 12:00,-126.9,10.2
   1984220N19085,8/08/1984 6:00,91.3,20.3
   1984221N07262,9/08/1984 6:00,-103.2,8
   1984222N10269,10/08/1984 18:00,-90.9,7.2
   1984223N05282,11/08/1984 18:00,-83.2,9.3
   1984223N07207,11/08/1984 6:00,-151.2,7.4
   1984223N07186,12/08/1984 0:00,-169.3,8.3
   1984224N06183,12/08/1984 0:00,177.4,7.2
   1984224N21254,13/08/1984 6:00,-110,20.2
   1984224N14118,12/08/1984 12:00,116.1,14.7
   1984224N06201,12/08/1984 18:00,-158.2,8.7
   1984225N18089,15/08/1984 0:00,93.4,16.8
   1984226N09234,15/08/1984 0:00,-138.4,9.4
   1984227N23170,15/08/1984 0:00,174.4,28.3
   1984227N15152,14/08/1984 18:00,155.2,14.8
   1984227N21091,15/08/1984 6:00,87,19.4
   1984227N03151,15/08/1984 12:00,153.3,4
   1984228N09146,15/08/1984 12:00,142.4,12
   1984229N23300,16/08/1984 6:00,-59.7,21.4
   1984229N08258,17/08/1984 6:00,-101.8,8.4
   1984230N12278,17/08/1984 18:00,-82.8,13.9
   1984231N09262,18/08/1984 18:00,-94.1,7.3
   1984231N08345,19/08/1984 12:00,-17.3,11.7
   1984231N13238,18/08/1984 12:00,-122,13
   1984231N10228,19/08/1984 6:00,-133.7,11.1
   1984232N14139,20/08/1984 12:00,136.3,16.1
   1984232N11152,20/08/1984 12:00,148.9,17.7
   1984233N13235,22/08/1984 0:00,-127.1,11.6
   1984233N10256,21/08/1984 12:00,-112.7,9.8
   1984233N26185,21/08/1984 0:00,-174.6,26.9
   1984234N13129,22/08/1984 6:00,125.6,11.9
   1984234N07280,23/08/1984 6:00,-78.1,7.3
   1984235N13273,23/08/1984 0:00,-85.8,11.1
   1984235N12255,23/08/1984 0:00,-106.8,14.5
   1984235N06350,22/08/1984 18:00,-13.2,8
   1984235N24293,23/08/1984 6:00,-69.3,25.1
   1984236N07270,23/08/1984 6:00,-91.6,7.3
   1984236N13258,24/08/1984 6:00,-111.5,11.1
   1984236N22284,25/08/1984 0:00,-82.5,14.6
   1984237N15116,24/08/1984 12:00,119.4,15.7
   1984237N11255,24/08/1984 18:00,-106.4,11.7
   1984237N07138,25/08/1984 12:00,144.6,0.6
   1984238N24186,26/08/1984 0:00,-171.2,20.7
   1984239N07203,27/08/1984 6:00,-156.8,9.2
   1984239N04192,27/08/1984 6:00,-171.3,4.8
   1984240N12118,28/08/1984 6:00,116.3,10.1
   1984240N08278,27/08/1984 6:00,-82.1,7.5
   1984240N04192,28/08/1984 18:00,-167.5,7.5
   1984240N11254,28/08/1984 18:00,-105.9,14
   1984241N14277,28/08/1984 18:00,-82.6,12
   1984242N25251,30/08/1984 6:00,-111.3,27.7
   1984242N22278,30/08/1984 18:00,-82.4,14.6
   1984243N13241,30/08/1984 18:00,-119.9,11.1
   1984243N15091,1/09/1984 0:00,87,18.1
   1984243N09256,31/08/1984 0:00,-103.2,9.8
   1984244N09274,31/08/1984 18:00,-86.7,8.2
   1984244N20177,31/08/1984 12:00,175.9,21.4
   1984244N10242,1/09/1984 18:00,-127.8,9
   1984245N12247,2/09/1984 0:00,-114.1,14
   1984245N09267,3/09/1984 0:00,-85.6,9.4
   1984245N08188,2/09/1984 0:00,-170.3,9.2
   1984245N26266,2/09/1984 12:00,-93.8,20.1
   1984245N13258,3/09/1984 0:00,-97.7,13.2
   1984246N04277,3/09/1984 12:00,-78.6,5.5
   1984247N13246,4/09/1984 12:00,-116.4,14.8
   1984247N22265,3/09/1984 12:00,-95.4,21.8
   1984247N13231,4/09/1984 6:00,-135.8,9
   1984247N11308,4/09/1984 6:00,-54.1,12.2
   1984248N14232,5/09/1984 12:00,-127.6,15.2
   1984249N05283,6/09/1984 0:00,-77.5,4
   1984249N09221,5/09/1984 18:00,-138.3,9.5
   1984250N08266,6/09/1984 6:00,-95.1,8.4
   1984250N15157,7/09/1984 12:00,148.6,15.4
   1984250N08098,6/09/1984 18:00,94.5,8.1
   1984250N06278,6/09/1984 18:00,-83.8,7.3
   1984250N13228,7/09/1984 12:00,-138.6,8.9
   1984252N14082,8/09/1984 6:00,81.8,14.4
   1984253N12101,9/09/1984 18:00,93.7,11.5
   1984253N18166,9/09/1984 18:00,163.4,14.3
   1984253N17300,9/09/1984 18:00,-64.1,17.4
   1984253N08267,10/09/1984 6:00,-95,10.2
   1984253N00139,11/09/1984 6:00,132.2,2.7
   1984253N10309,10/09/1984 6:00,-52.8,9.9
   1984254N16254,10/09/1984 18:00,-107,19.3
   1984254N08303,11/09/1984 6:00,-63.9,13.4
   1984255N12252,11/09/1984 0:00,-108.5,12
   1984255N07330,12/09/1984 6:00,-37,9.9
   1984255N11240,12/09/1984 6:00,-117.9,9.5
   1984255N11252,13/09/1984 18:00,-103.2,16.5
   1984256N03121,13/09/1984 0:00,125.1,3.4
   1984256N18071,13/09/1984 6:00,69.6,21.9
   1984257N03280,14/09/1984 0:00,-86.7,4.2
   1984257N15299,13/09/1984 12:00,-61.1,15.5
   1984258N06190,15/09/1984 12:00,-173.4,9.3
   1984258N16253,14/09/1984 18:00,-103.8,16.2
   1984258N07193,15/09/1984 6:00,-164.4,7.7
   1984259N20283,15/09/1984 18:00,-77.2,20
   1984259N02132,15/09/1984 6:00,131.9,1.5
   1984260N11229,16/09/1984 6:00,-130.9,10.9
   1984260N09179,17/09/1984 12:00,171,9.3
   1984260N26274,17/09/1984 12:00,-81.7,24.8
   1984262N22293,19/09/1984 6:00,-65.9,15.7
   1984262N06147,18/09/1984 18:00,146.7,6.4
   1984262N23278,19/09/1984 18:00,-82.8,26.5
   1984263N05173,19/09/1984 12:00,167,6.3
   1984263N29302,20/09/1984 6:00,-59,26.9
   1984264N11155,21/09/1984 0:00,160.2,4.2
   1984264N09325,22/09/1984 12:00,-43.2,10.4
   1984264N15123,21/09/1984 18:00,120.9,12.2
   1984265N08222,21/09/1984 6:00,-142.8,6.5
   1984265N03088,22/09/1984 0:00,87,1.8
   1984265N03110,22/09/1984 12:00,114.6,6.4
   1984265N08131,22/09/1984 0:00,128.6,6.5
   1984266N16153,22/09/1984 6:00,153.3,16.3
   1984266N08216,24/09/1984 0:00,-140.3,7.4
   1984267N13135,24/09/1984 12:00,127.8,13.3
   1984268N16142,24/09/1984 0:00,142,16.1
   1984268N16165,25/09/1984 12:00,159.3,24.2
   1984268N12330,25/09/1984 12:00,-30.9,13.4
   1984268N06096,26/09/1984 6:00,87.1,7.7
   1984269N06348,26/09/1984 0:00,-17.7,6
   1984269N12127,25/09/1984 18:00,125.1,10.8
   1984270N12221,27/09/1984 12:00,-141.3,10.8
   1984270N13323,26/09/1984 18:00,-37.3,11.6
   1984270N08111,27/09/1984 18:00,109.6,5.7
   1984271N03094,30/09/1984 6:00,92.3,11.5
   1984272N04344,28/09/1984 12:00,-16.3,3.8
   1984272N02097,30/09/1984 6:00,98.1,-5.5
   1984272N21317,30/09/1984 0:00,-50.2,21
   1984273N05283,30/09/1984 18:00,-80.8,10.9
   1984273N22274,29/09/1984 12:00,-86.1,21.7
   1984273N08184,1/10/1984 6:00,-177.2,11.3
   1984273N12215,30/09/1984 18:00,-142.3,5.9
   1984274N13072,30/09/1984 0:00,71.7,12.5
   1984274N08322,1/10/1984 6:00,-56.1,8.8
   1984274N19154,1/10/1984 18:00,151.2,20.1
   1984275N09206,1/10/1984 12:00,-158.1,9.2
   1984275N10255,1/10/1984 18:00,-108.2,9.5
   1984275N21090,1/10/1984 18:00,90.8,21.8
   1984275N11072,1/10/1984 18:00,72.1,10.8
   1984275N13231,2/10/1984 6:00,-127.2,12.8
   1984276N12225,4/10/1984 0:00,-145.5,13
   1984276N13088,2/10/1984 12:00,85.6,12
   1984277N09108,3/10/1984 6:00,105.7,8.8
   1984277N22286,4/10/1984 18:00,-69.1,21.8
   1984277N08243,4/10/1984 18:00,-122.8,9
   1984277N08259,4/10/1984 0:00,-101.2,8.3
   1984278N17161,4/10/1984 6:00,161.6,13.2
   1984278N09247,4/10/1984 18:00,-112,9.1
   1984279N07321,5/10/1984 6:00,-37,8.5
   1984279N03008,6/10/1984 6:00,0.2,4.1
   1984279N09197,6/10/1984 12:00,-171.1,15.1
   1984280N10121,7/10/1984 6:00,121.3,7.7
   1984281N17159,8/10/1984 0:00,166.9,18
   1984281N16174,8/10/1984 0:00,178.8,18
   1984281N08223,8/10/1984 6:00,-140.4,8.1
   1984281N05132,7/10/1984 12:00,134.1,6.9
   1984281N12247,7/10/1984 18:00,-115.5,12.1
   1984281N04350,7/10/1984 18:00,-11.6,4.3
   1984281N11097,8/10/1984 12:00,89.9,12.5
   1984282N04170,9/10/1984 6:00,161,7.1
   1984282N12239,9/10/1984 12:00,-123.1,12.2
   1984283N14217,10/10/1984 6:00,-141,11.6
   1984283N07188,10/10/1984 12:00,-163.5,8.1
   1984284N04153,11/10/1984 18:00,149.2,8.8
   1984284N12279,10/10/1984 18:00,-81.2,11.8
   1984285N02135,11/10/1984 6:00,132.5,2.8
   1984285N12240,11/10/1984 12:00,-121.3,12.4
   1984285N14279,12/10/1984 12:00,-79.7,9.5
   1984286N06348,12/10/1984 12:00,-12,6.4
   1984286N13152,13/10/1984 0:00,155,12.7
   1984286N08199,13/10/1984 6:00,-158.9,9
   1984287N05185,14/10/1984 12:00,-172.2,8.5
   1984288N12223,16/10/1984 12:00,-145.8,15.3
   1984288N06132,15/10/1984 6:00,119.2,5
   1984288N09343,15/10/1984 0:00,-23.1,9.7
   1984288N06171,15/10/1984 0:00,171.2,5.4
   1984288N11277,15/10/1984 0:00,-84,9.2
   1984288N08344,16/10/1984 6:00,-19.2,13.8
   1984288N23296,15/10/1984 6:00,-64.4,22.7
   1984288N06128,15/10/1984 6:00,125,7.6
   1984289N15142,15/10/1984 0:00,142.2,15.1
   1984289N04165,15/10/1984 12:00,166.4,0.6
   1984289N10179,15/10/1984 6:00,-179.2,9.7
   1984289N08165,16/10/1984 0:00,164.1,5.4
   1984289N12227,16/10/1984 18:00,-129.3,10.4
   1984290N10334,17/10/1984 0:00,-25.6,10.6
   1984290N04282,17/10/1984 6:00,-79.8,6.9
   1984290N11267,17/10/1984 12:00,-96.5,8.9
   1984291N22163,17/10/1984 18:00,162.1,23.9
   1984291N17166,18/10/1984 0:00,166.4,16.2
   1984291N12328,18/10/1984 12:00,-31.7,8.7
   1984292N05136,18/10/1984 12:00,134.1,5.7
   1984292N06344,18/10/1984 12:00,-17.8,5.1
   1984293N11327,19/10/1984 18:00,-32.4,11.1
   1984294N13327,20/10/1984 18:00,-30.8,8.1
   1984294N26198,20/10/1984 18:00,-161,26.1
   1984294N09220,21/10/1984 6:00,-147.6,8.1
   1984294N07348,21/10/1984 0:00,-18.1,4.8
   1984294N09236,21/10/1984 18:00,-130.7,11.2
   1984294N07319,21/10/1984 0:00,-37.8,9.6
   1984295N12312,23/10/1984 18:00,-52.9,11.2
   1984296N11281,22/10/1984 18:00,-82.5,12.6
   1984296N29267,22/10/1984 18:00,-93.7,29.3
   1984296N25198,23/10/1984 0:00,-160.7,27.4
   1984296N08195,23/10/1984 18:00,-160.3,8.2
   1984297N10282,24/10/1984 18:00,-79.1,7.9
   1984297N09231,24/10/1984 0:00,-125.5,8.9
   1984297N27298,24/10/1984 18:00,-63.6,24.8
   1984299N09251,25/10/1984 6:00,-112.3,8.7
   1984299N07227,25/10/1984 18:00,-136.1,6.3
   1984299N12255,25/10/1984 18:00,-105,12.2
   1984300N09274,27/10/1984 0:00,-83.3,11.1
   1984300N03108,27/10/1984 0:00,104.5,1.4
   1984300N06349,27/10/1984 0:00,-17.8,5.4
   1984300N00093,27/10/1984 0:00,92,-0.1
   1984301N06311,28/10/1984 0:00,-53.4,9.8
   1984301N05282,27/10/1984 18:00,-78.3,5.3
   1984301N07332,29/10/1984 0:00,-29.1,9
   1984301N07321,28/10/1984 6:00,-38.1,8.2
   1984302N20128,28/10/1984 18:00,130,16.8
   1984302N23308,29/10/1984 6:00,-55.5,21.6
   1984302N14240,29/10/1984 0:00,-119,14
   1984303N07303,29/10/1984 6:00,-58.1,8.3
   1984303N21195,29/10/1984 12:00,-165,21.2
   1984303N07127,30/10/1984 18:00,123.6,12.6
   1984304N10233,31/10/1984 6:00,-129,9.3
   1984304N16304,30/10/1984 18:00,-56.2,15.5
   1984304N08244,31/10/1984 12:00,-118.9,8.3
   1984305N07335,31/10/1984 6:00,-25.1,6.6
   1984305N03321,1/11/1984 12:00,-40.5,6.5
   1984306N11241,1/11/1984 12:00,-117.1,13.2
   1984306S04109,1/11/1984 12:00,104.9,-6.7
   1984306N07264,3/11/1984 12:00,-103.7,10.1
   1984306N05325,3/11/1984 6:00,-29.2,4.6
   1984306N08302,2/11/1984 18:00,-59.5,11.6
   1984306N06165,3/11/1984 18:00,176.9,17
   1984307N09165,3/11/1984 0:00,156.1,7.6
   1984307N11220,2/11/1984 18:00,-145.6,9.7
   1984307N22291,3/11/1984 6:00,-65.8,19.9
   1984307N02102,3/11/1984 6:00,98.6,2.4
   1984308N09247,3/11/1984 18:00,-112.2,9
   1984308N14303,4/11/1984 0:00,-49.6,10.8
   1984308S03164,3/11/1984 12:00,163.2,-2.3
   1984308N14299,4/11/1984 12:00,-61.2,13.7
   1984308S04091,5/11/1984 0:00,86.4,-6
   1984309N07327,5/11/1984 12:00,-36.9,5.2
   1984309N13253,6/11/1984 0:00,-104.3,9.2
   1984309N00009,4/11/1984 18:00,9.1,-2.4
   1984309N21170,5/11/1984 6:00,167.2,18.6
   1984310N18332,6/11/1984 0:00,-27.2,16.9
   1984310S07189,6/11/1984 6:00,-173.5,-8.8
   1984310N07213,6/11/1984 0:00,-147.4,6.7
   1984311N08178,7/11/1984 6:00,177.5,9
   1984311N13246,8/11/1984 6:00,-113.7,10.3
   1984312S09177,7/11/1984 0:00,176.6,-9.2
   1984312N09207,8/11/1984 6:00,-158.2,13.4
   1984312N09316,8/11/1984 0:00,-43,9.7
   1984313S08179,9/11/1984 0:00,-179.4,-9.9
   1984313N11126,9/11/1984 6:00,126.1,9.4
   1984313N12327,9/11/1984 12:00,-34.2,5.1
   1984313N06341,9/11/1984 0:00,-19.5,7
   1984313S11170,8/11/1984 18:00,170.4,-8.5
   1984314N13235,10/11/1984 0:00,-122.5,11
   1984314N13252,10/11/1984 12:00,-113.2,9.9
   1984314S12163,10/11/1984 12:00,165.9,-12.6
   1984315S04100,10/11/1984 12:00,99.9,-2
   1984315N04009,11/11/1984 6:00,6.4,0.6
   1984315N25178,11/11/1984 12:00,-176.4,25.8
   1984316S08164,11/11/1984 18:00,160.2,-7.7
   1984316N05278,11/11/1984 18:00,-82.4,5.3
   1984316S09189,12/11/1984 18:00,-179.5,-10.2
   1984316S04101,13/11/1984 6:00,97.1,-0.8
   1984317N14243,13/11/1984 12:00,-119.7,15.8
   1984317S16171,12/11/1984 18:00,171.7,-14.3
   1984317N03003,13/11/1984 0:00,-3.7,3.6
   1984317N09216,13/11/1984 0:00,-144.6,9.7
   1984317N06182,13/11/1984 12:00,-179.4,5
   1984318N06320,13/11/1984 12:00,-39.8,5.4
   1984318S07164,14/11/1984 0:00,162.2,-5.6
   1984318N06334,16/11/1984 12:00,-16.3,5.6
   1984319S20191,14/11/1984 12:00,-170.2,-17.5
   1984319S03143,15/11/1984 6:00,137.1,-1.2
   1984319S04058,15/11/1984 18:00,60.2,-3.3
   1984320N11280,16/11/1984 6:00,-77.6,12.2
   1984320N02164,16/11/1984 18:00,167.2,6.6
   1984320N17228,15/11/1984 18:00,-130.6,17.2
   1984320S19167,16/11/1984 12:00,167.8,-19.5
   1984320N02105,16/11/1984 0:00,106.6,2.5
   1984321N09224,16/11/1984 6:00,-132.8,10.9
   1984321N09194,17/11/1984 12:00,-175.6,9.8
   1984321N14280,18/11/1984 18:00,-82.2,13
   1984322N05074,18/11/1984 12:00,73.9,6.4
   1984322N04359,18/11/1984 6:00,-2,0.7
   1984322N08203,17/11/1984 12:00,-157,8.3
   1984322S14175,18/11/1984 6:00,173.3,-16.1
   1984322N01142,18/11/1984 18:00,139,-0.8
   1984323N15224,20/11/1984 18:00,-141.6,7.3
   1984323N03155,20/11/1984 6:00,150.8,0.7
   1984323S06094,18/11/1984 18:00,98.8,-6.9
   1984323S05086,20/11/1984 0:00,93.6,-11
   1984325N22271,20/11/1984 18:00,-90,22.1
   1984325N11282,21/11/1984 0:00,-81.4,12.2
   1984325N07208,21/11/1984 6:00,-157.1,8.9
   1984325N11253,21/11/1984 0:00,-108,9.1
   1984325N12155,21/11/1984 12:00,150.5,11.3
   1984325N02088,22/11/1984 6:00,88.2,0.8
   1984326N09210,22/11/1984 6:00,-152.1,8.6
   1984326N07084,23/11/1984 18:00,89.1,6
   1984326S06087,22/11/1984 18:00,94.6,-3.3
   1984326S05162,21/11/1984 18:00,160.9,-6.4
   1984327N06098,22/11/1984 0:00,97.5,5.7
   1984327N09234,22/11/1984 12:00,-122.9,9.2
   1984327N10280,24/11/1984 6:00,-76.5,10.5
   1984327S13203,22/11/1984 18:00,-157.4,-13.9
   1984327N13212,24/11/1984 0:00,-157.6,11.8
   1984328N07262,24/11/1984 6:00,-96.8,6.6
   1984328S12157,24/11/1984 0:00,159.5,-5.6
   1984328S21193,24/11/1984 0:00,-163.8,-18.5
   1984328N14244,25/11/1984 0:00,-112.4,15.2
   1984329S04147,24/11/1984 12:00,148,-2.4
   1984330N08227,26/11/1984 6:00,-129.5,8.7
   1984330N07329,25/11/1984 6:00,-30.9,6.8
   1984330S10185,26/11/1984 18:00,-179.4,-8.1
   1984330N09114,26/11/1984 0:00,115.6,9.8
   1984331N04109,26/11/1984 0:00,109.4,4.2
   1984331S11102,26/11/1984 12:00,101.8,-6.2
   1984331N08197,28/11/1984 6:00,-173.4,6.7
   1984332S10066,28/11/1984 18:00,55.5,-10.5
   1984332N06171,28/11/1984 6:00,174.9,7.8
   1984333S06089,1/12/1984 6:00,87.7,-15
   1984333N11245,29/11/1984 0:00,-122.7,8.3
   1984333N01155,29/11/1984 0:00,158.3,-0.5
   1984333N19139,29/11/1984 18:00,141.6,17.6
   1984333N09133,28/11/1984 18:00,132.7,8.8
   1984333N08118,29/11/1984 6:00,118.5,7.5
   1984334N06103,29/11/1984 18:00,100.8,9.2
   1984334S07190,29/11/1984 18:00,-170.3,-6.9
   1984335N09111,30/11/1984 6:00,111.2,9
   1984335S13170,30/11/1984 6:00,170.4,-13.2
   1984335N09234,1/12/1984 0:00,-123.2,8.6
   1984335S04179,1/12/1984 12:00,177.6,-6.1
   1984336S00144,2/12/1984 6:00,145.6,-0.8
   1984337N06097,2/12/1984 12:00,97.1,5.3
   1984337N10114,3/12/1984 18:00,111,9.5
   1984337S22173,3/12/1984 12:00,-178.2,-22.7
   1984338N07095,4/12/1984 0:00,90.5,5.8
   1984338S10154,3/12/1984 18:00,152.1,-7.1
   1984339S12150,4/12/1984 0:00,149.8,-11.9
   1984339S17186,4/12/1984 12:00,-172.4,-15.8
   1984339N05084,5/12/1984 18:00,85.4,5.9
   1984340N13143,5/12/1984 12:00,148.1,12.2
   1984340S05110,6/12/1984 0:00,110.3,3.2
   1984340S08150,6/12/1984 6:00,146.8,-3.8
   1984340N07108,7/12/1984 0:00,108.5,6.9
   1984341N02102,7/12/1984 0:00,104.1,2.9
   1984341S05090,7/12/1984 0:00,91.2,-4.8
   1984342S18207,7/12/1984 12:00,-150.6,-17.4
   1984342S24151,7/12/1984 12:00,150.5,-21.3
   1984343N04111,9/12/1984 12:00,110.8,6.2
   1984343S12094,11/12/1984 0:00,95.5,-8
   1984343S17209,8/12/1984 12:00,-150.6,-16.4
   1984343S04118,10/12/1984 18:00,121.8,-6.6
   1984343S05146,8/12/1984 18:00,146.3,-5.1
   1984344S06087,10/12/1984 0:00,88.2,-9.3
   1984345S05164,10/12/1984 0:00,164,-5
   1984345S17215,10/12/1984 6:00,-144.8,-17.4
   1984345N04112,11/12/1984 0:00,112,5
   1984346S19216,12/12/1984 12:00,-143.4,-18.9
   1984346S08084,12/12/1984 6:00,78.1,-8.6
   1984346N05156,12/12/1984 12:00,153.8,2.2
   1984346S05132,12/12/1984 6:00,129,-9.2
   1984348N02147,13/12/1984 6:00,147,-0.3
   1984348S05165,14/12/1984 0:00,163.3,-3.5
   1984348S07184,13/12/1984 12:00,-178,-7.3
   1984348S17174,14/12/1984 6:00,177.2,-23.4
   1984348N08127,15/12/1984 6:00,123.6,8.9
   1984349S08191,14/12/1984 0:00,-168.7,-8.4
   1984349S04160,15/12/1984 12:00,151.9,1.7
   1984350S00145,16/12/1984 12:00,140.1,0.6
   1984350S26231,16/12/1984 6:00,-127.3,-22.9
   1984350S14177,16/12/1984 12:00,-175.6,-18.2
   1984350S05164,16/12/1984 18:00,155.4,-2.4
   1984351S02109,17/12/1984 12:00,111,5.9
   1984351N03126,17/12/1984 0:00,126.5,4.7
   1984351N01131,18/12/1984 18:00,148.9,-2.2
   1984352S09139,18/12/1984 6:00,137.5,-10.5
   1984353S13041,19/12/1984 6:00,41.7,-15.4
   1984353S07117,18/12/1984 18:00,122,-5.5
   1984354S02156,19/12/1984 12:00,154.9,-1.8
   1984354S02165,20/12/1984 18:00,165.1,-1.1
   1984354S14191,20/12/1984 12:00,-173.2,-9.6
   1984355S11172,21/12/1984 6:00,175.8,-10.1
   1984356N09109,22/12/1984 0:00,109.7,11
   1984356N10100,21/12/1984 18:00,95.7,10
   1984356S13187,21/12/1984 12:00,-171,-13.3
   1984356S12060,21/12/1984 18:00,57.4,-11.5
   1984356S25037,23/12/1984 12:00,39.7,-25.6
   1984356S13180,22/12/1984 12:00,178.5,-9.4
   1984357S06114,23/12/1984 0:00,112.9,-6.7
   1984357N01159,22/12/1984 0:00,159.1,1.1
   1984357S06130,23/12/1984 6:00,139.8,-10.9
   1984357S17196,22/12/1984 18:00,-160.8,-15.9
   1984357S13187,23/12/1984 12:00,-168.6,-14.3
   1984357S04134,23/12/1984 6:00,132.3,-9.7
   1984358S00154,25/12/1984 6:00,147.5,4.9
   1984358S29242,24/12/1984 0:00,-118.1,-29.5
   1984358S03166,25/12/1984 0:00,163.9,-10
   1984359S21230,24/12/1984 0:00,-129.8,-20.7
   1984359S17202,24/12/1984 18:00,-150.8,-19.1
   1984359S15200,25/12/1984 6:00,-162.6,-16.2
   1984360N06088,26/12/1984 18:00,87.5,11.5
   1984360S06052,25/12/1984 12:00,51.6,-4.4
   1984360S07184,28/12/1984 0:00,-178.7,-10.4
   1984361N06146,27/12/1984 6:00,146.9,4.1
   1984361S05162,29/12/1984 6:00,161.2,-1.1
