name,date_for_local_environment,lon,lat
   1993059S06099,1/03/1993 18:00,97.2,0.6
   1993059S15178,2/03/1993 12:00,179.2,-7.3
   1993060S18194,2/03/1993 0:00,-166,-17.6
   1993060S14127,3/03/1993 0:00,122.8,-10.6
   1993060S17064,3/03/1993 0:00,62.5,-10.2
   1993060S08274,3/03/1993 0:00,-82.8,-8.9
   1993061S25202,3/03/1993 0:00,-154,-25.9
   1993062S14187,3/03/1993 0:00,-173.3,-14.1
   1993063S12171,5/03/1993 0:00,168.7,-13
   1993063S24244,5/03/1993 12:00,-113.8,-27.5
   1993063S05259,5/03/1993 12:00,-103.6,-4.7
   1993064S15062,5/03/1993 0:00,61.6,-15.4
   1993064S04184,6/03/1993 6:00,176.4,2
   1993065S06186,7/03/1993 0:00,179.2,-6.4
   1993065S03100,7/03/1993 18:00,94.8,3.6
   1993066S09163,11/03/1993 0:00,151,-14.2
   1993066S04244,8/03/1993 6:00,-117.6,-7.9
   1993067S06269,8/03/1993 18:00,-91.2,-6.7
   1993067S13230,8/03/1993 18:00,-131,-14
   1993067S12058,10/03/1993 0:00,64.3,-16.2
   1993067S06131,9/03/1993 12:00,135.7,-2.7
   1993068S11056,10/03/1993 0:00,53.8,-9
   1993068S06085,10/03/1993 6:00,79.9,-7.5
   1993068S07104,10/03/1993 12:00,110.1,-2.3
   1993069S11049,11/03/1993 12:00,43.4,-9.2
   1993069S04094,11/03/1993 0:00,96.9,0.2
   1993069S10111,10/03/1993 18:00,111.6,-9.9
   1993070S03131,12/03/1993 0:00,130.8,-2.2
   1993071S25203,12/03/1993 6:00,-157,-25.3
   1993071S23207,12/03/1993 18:00,-156.6,-20.9
   1993071S06242,12/03/1993 18:00,-118.4,-6
   1993072S11083,14/03/1993 18:00,92.2,-8.1
   1993072S01093,15/03/1993 0:00,91.7,5.5
   1993072S18106,14/03/1993 6:00,104.5,-16
   1993072S11081,14/03/1993 6:00,81.5,-10.6
   1993073S21171,15/03/1993 12:00,177.9,-9.9
   1993073S12102,15/03/1993 0:00,105.7,-9.9
   1993073S05258,15/03/1993 0:00,-100.8,-3.1
   1993073S22194,15/03/1993 18:00,-152.4,-23.7
   1993074S12168,18/03/1993 0:00,169.2,-7.9
   1993075S10095,16/03/1993 18:00,98.7,-15.5
   1993075S11101,18/03/1993 6:00,93.4,-15
   1993076S19191,18/03/1993 6:00,-167.1,-21.3
   1993076S12215,18/03/1993 12:00,-139.9,-12.2
   1993077S15102,18/03/1993 6:00,101.1,-15
   1993077S13176,18/03/1993 18:00,177.9,-10.5
   1993079S04152,21/03/1993 12:00,163.5,-3.2
   1993079S16088,20/03/1993 6:00,88.7,-18.8
   1993080S09044,21/03/1993 18:00,42.5,-9.9
   1993081S17089,22/03/1993 12:00,83.5,-14.3
   1993082S09209,24/03/1993 0:00,-151.3,-9.1
   1993083S15042,24/03/1993 6:00,42.1,-12
   1993083S02099,26/03/1993 12:00,101.8,-9.4
   1993084S08190,27/03/1993 18:00,-171.7,-6.7
   1993086S10092,28/03/1993 12:00,90.6,-4.6
   1993087S07138,30/03/1993 0:00,127.9,-7.9
   1993087S18051,29/03/1993 12:00,54.1,-18.8
   1993088S04196,29/03/1993 18:00,-163.6,-5.7
   1993089S05236,31/03/1993 18:00,-125.1,-5.1
   1993089S08221,30/03/1993 18:00,-138.1,-7.9
   1993089S28060,1/04/1993 0:00,66,-29.5
   1993089S07268,1/04/1993 0:00,-95.1,-6.8
   1993089S06184,31/03/1993 6:00,-176.9,-3.1
   1993089S23170,31/03/1993 18:00,177.3,-24.9
   1993091S08137,2/04/1993 0:00,132.5,-5.1
   1993091N10128,2/04/1993 6:00,124.6,10.2
   1993091S04180,2/04/1993 6:00,-173.3,3.9
   1993091S03177,3/04/1993 0:00,-174.4,2.9
   1993092N05151,2/04/1993 18:00,150.7,4.3
   1993092S06104,2/04/1993 18:00,106.4,-8.9
   1993092S16174,4/04/1993 6:00,160.8,-12.5
   1993092S04187,4/04/1993 6:00,-175,-6
   1993095N08135,6/04/1993 18:00,129.8,5.9
   1993095S02171,6/04/1993 12:00,178.2,1.8
   1993096S12185,6/04/1993 18:00,-176,-7.5
   1993096S03268,7/04/1993 6:00,-95.1,-2.2
   1993096S04239,6/04/1993 18:00,-119.8,-3
   1993096S17193,6/04/1993 18:00,-166.8,-16.1
   1993097N04100,8/04/1993 12:00,100.8,3.4
   1993098S05128,8/04/1993 6:00,127.5,-6.9
   1993098S16177,8/04/1993 6:00,177.4,-15.8
   1993098S05240,9/04/1993 0:00,-116.3,-6.7
   1993098S06138,11/04/1993 0:00,137.3,-7.3
   1993098S10166,10/04/1993 0:00,175.7,-12.2
   1993098S06214,9/04/1993 12:00,-149.6,-4.7
   1993098S14193,10/04/1993 0:00,-167.3,-15.5
   1993099S04166,10/04/1993 6:00,160.2,-2.7
   1993099S19184,9/04/1993 12:00,-176.8,-19.7
   1993099N06173,10/04/1993 6:00,172.8,2.4
   1993100S07122,11/04/1993 0:00,122.2,-7.8
   1993101S20217,11/04/1993 6:00,-141,-20
   1993101S18180,11/04/1993 12:00,-179.6,-17.7
   1993101S05155,12/04/1993 12:00,153,-0.6
   1993102N02105,12/04/1993 18:00,106.5,8.8
   1993103N05171,14/04/1993 12:00,167.9,4.9
   1993103S09131,15/04/1993 0:00,127.2,-9.4
   1993104S10214,14/04/1993 18:00,-147,-7.1
   1993104N03179,16/04/1993 0:00,179.1,6.1
   1993104S12175,14/04/1993 18:00,176.1,-12.6
   1993105S09163,16/04/1993 12:00,169.9,-13.3
   1993106S04188,17/04/1993 12:00,-174.6,-7.1
   1993106N00175,18/04/1993 6:00,166.9,-5.2
   1993107S09155,18/04/1993 0:00,153.1,-7.1
   1993108S06198,18/04/1993 12:00,-163.8,-5.3
   1993108S01200,18/04/1993 12:00,-159.4,1.2
   1993109S10093,19/04/1993 12:00,89.7,-7.9
   1993109S12177,21/04/1993 0:00,178.3,-8.8
   1993110S07152,20/04/1993 18:00,151,-9.2
   1993110N02167,21/04/1993 0:00,168.8,1.8
   1993110S02187,21/04/1993 12:00,-170.3,2
   1993111N01174,22/04/1993 0:00,174.5,-0.8
   1993111N00097,21/04/1993 18:00,93.6,-4.5
   1993111S14187,22/04/1993 0:00,-171.7,-10.6
   1993111S08074,22/04/1993 0:00,80.3,-3.8
   1993111S26234,23/04/1993 0:00,-120.6,-23.5
   1993112S10150,22/04/1993 18:00,148.7,-8.6
   1993112S13178,23/04/1993 0:00,174.5,-6.7
   1993112S06190,23/04/1993 18:00,-177,4.8
   1993112S19190,24/04/1993 6:00,-172.2,-17.6
   1993113N05159,24/04/1993 6:00,159.3,3.4
   1993113S11183,24/04/1993 18:00,178.3,-8.8
   1993114N03174,24/04/1993 0:00,173.9,3.3
   1993114S04144,25/04/1993 18:00,153.1,-8.1
   1993115N05080,26/04/1993 18:00,79.1,-3.2
   1993116S02151,27/04/1993 18:00,156.4,-3.7
   1993117S04194,28/04/1993 0:00,-160.8,-5.6
   1993118N07147,29/04/1993 6:00,142.3,6.7
   1993118S07094,29/04/1993 18:00,95.2,3.6
   1993120N04165,1/05/1993 0:00,165.2,2
   1993120S05092,1/05/1993 18:00,97.1,-4.4
   1993121N09138,1/05/1993 12:00,135.5,6.7
   1993121N03280,2/05/1993 0:00,-80.4,5.9
   1993121N06269,1/05/1993 18:00,-91.7,6
   1993122N09241,2/05/1993 6:00,-120.4,6.4
   1993122N04253,3/05/1993 0:00,-105,5.5
   1993122N06166,3/05/1993 18:00,170.2,2.7
   1993122N07132,4/05/1993 12:00,123.7,6.4
   1993122N04209,3/05/1993 12:00,-149.6,3.5
   1993123N04189,4/05/1993 6:00,-177.4,4.1
   1993123N03074,4/05/1993 6:00,75.6,5.2
   1993124N07156,5/05/1993 0:00,154.2,4.3
   1993124N05163,4/05/1993 18:00,166.2,2.1
   1993124N04233,5/05/1993 12:00,-127.1,2.9
   1993124N15069,6/05/1993 6:00,68.6,14.4
   1993124N09275,5/05/1993 18:00,-83.8,7.6
   1993126N07139,8/05/1993 6:00,136.1,8.3
   1993127N10053,7/05/1993 12:00,51.8,7.8
   1993127N01162,8/05/1993 18:00,162,6.3
   1993128N03095,8/05/1993 18:00,97.8,-0.6
   1993128N06268,8/05/1993 6:00,-91.5,5.8
   1993129N09273,9/05/1993 18:00,-85.9,8
   1993129N01170,11/05/1993 18:00,168.5,5.5
   1993131N11184,11/05/1993 18:00,-172.2,8.1
   1993131N08244,12/05/1993 0:00,-116.9,6.9
   1993132N06266,13/05/1993 6:00,-89.9,4.7
   1993133N09252,14/05/1993 0:00,-106.9,8.8
   1993134N00098,15/05/1993 0:00,96.6,6.2
   1993134N08225,15/05/1993 0:00,-133.2,7.6
   1993134N04261,14/05/1993 18:00,-99.5,4.6
   1993134N03186,15/05/1993 18:00,-173.1,5.2
   1993135N04175,18/05/1993 6:00,179.4,-2.8
   1993136N08263,17/05/1993 12:00,-101.2,8.2
   1993136N00176,18/05/1993 0:00,175.2,2.7
   1993137N07097,17/05/1993 12:00,93.9,7.9
   1993138N11265,19/05/1993 0:00,-89.8,9.4
   1993138N07094,18/05/1993 18:00,93.8,6.2
   1993138N05252,19/05/1993 6:00,-109.6,8.3
   1993139N11090,20/05/1993 6:00,90.3,10.2
   1993139N02141,19/05/1993 6:00,141.4,1.5
   1993140N05249,21/05/1993 18:00,-122.3,5.7
   1993141N09250,22/05/1993 12:00,-107.6,7.7
   1993141N08051,22/05/1993 18:00,48.6,3.4
   1993141N10241,22/05/1993 18:00,-120.1,6.7
   1993142N06089,22/05/1993 12:00,85.9,8.9
   1993142N04274,23/05/1993 18:00,-94.7,5.7
   1993143N07163,23/05/1993 12:00,166.9,3.7
   1993143N13092,24/05/1993 12:00,91.4,13.8
   1993143N05222,23/05/1993 18:00,-138.5,5.4
   1993143N08231,23/05/1993 18:00,-127.5,7.3
   1993144N20112,24/05/1993 6:00,109.3,18
   1993144N04245,25/05/1993 6:00,-112.1,5.2
   1993144N10090,26/05/1993 18:00,85.8,12.7
   1993144N13098,25/05/1993 18:00,96.8,12.9
   1993145N04272,26/05/1993 0:00,-91.9,4.5
   1993145N05244,26/05/1993 6:00,-118.9,4.8
   1993145N18111,27/05/1993 6:00,119.1,20.4
   1993146N05279,26/05/1993 12:00,-81.1,4.6
   1993146N04253,27/05/1993 6:00,-99.2,7.2
   1993146N05271,27/05/1993 12:00,-93.7,3.4
   1993147N17084,27/05/1993 6:00,84.7,16.9
   1993147N12264,28/05/1993 18:00,-97.8,11.4
   1993147N10086,28/05/1993 12:00,86,13.8
   1993148N07258,29/05/1993 6:00,-101.7,3.5
   1993149N07275,29/05/1993 0:00,-85.4,6.5
   1993150N14097,31/05/1993 0:00,96.6,13.9
   1993150N06254,30/05/1993 6:00,-106.4,6.3
   1993150N06219,31/05/1993 12:00,-137.8,2.9
   1993151N12271,31/05/1993 12:00,-88.4,13.2
   1993151N27120,31/05/1993 18:00,119.6,23.4
   1993151N05154,1/06/1993 0:00,155,5
   1993151N22091,31/05/1993 12:00,91,21.7
   1993151N03231,2/06/1993 0:00,-121.9,4.7
   1993152N05343,2/06/1993 18:00,-20.2,3.7
   1993152N11065,1/06/1993 12:00,62.6,11.9
   1993152N04093,2/06/1993 18:00,85.7,5.2
   1993152N06245,2/06/1993 0:00,-115.3,6.8
   1993153N11060,3/06/1993 12:00,57,11.6
   1993153N01106,3/06/1993 6:00,104.5,5.2
   1993154N06340,3/06/1993 0:00,-20.3,6.4
   1993154N05282,5/06/1993 0:00,-85.3,3.5
   1993154N07123,4/06/1993 12:00,121.6,10
   1993154N06272,5/06/1993 12:00,-80.7,6.4
   1993154N08261,4/06/1993 12:00,-104.3,7.5
   1993155N09075,5/06/1993 0:00,71.9,12.9
   1993155N02207,5/06/1993 18:00,-138.8,6.7
   1993156N23118,5/06/1993 12:00,116.2,22.7
   1993156N05264,6/06/1993 0:00,-88.7,5
   1993156N04233,7/06/1993 12:00,-129.9,5.2
   1993157N11073,6/06/1993 18:00,68.2,14.2
   1993157N01173,6/06/1993 18:00,166.2,1.8
   1993157N10262,8/06/1993 12:00,-110.5,5.9
   1993158N15056,8/06/1993 0:00,55.1,15.2
   1993159N16279,8/06/1993 18:00,-83,15.7
   1993159N10245,9/06/1993 0:00,-119,11.5
   1993159N14072,10/06/1993 6:00,68.6,16.7
   1993160N22116,9/06/1993 6:00,116.5,22.2
   1993160N10281,9/06/1993 12:00,-79.2,10.2
   1993160N04194,10/06/1993 0:00,-167.4,3.8
   1993160N06259,11/06/1993 6:00,-103,8.7
   1993161N04167,11/06/1993 0:00,161.3,-1
   1993161N05147,10/06/1993 18:00,149.7,5.1
   1993161N10282,11/06/1993 18:00,-77.8,4.1
   1993162N19092,11/06/1993 6:00,91.5,18.3
   1993162N07306,12/06/1993 12:00,-54.8,9.1
   1993163N07170,12/06/1993 12:00,169.7,7.6
   1993163N18085,13/06/1993 0:00,89.7,13
   1993163N06335,13/06/1993 12:00,-30.8,6.1
   1993163N20265,13/06/1993 0:00,-95.9,24.8
   1993163N16280,13/06/1993 6:00,-80.6,13.3
   1993163N13081,14/06/1993 6:00,87.3,17.8
   1993164N07133,13/06/1993 12:00,129.8,3.2
   1993164N01150,14/06/1993 0:00,148.9,-1.4
   1993164N28160,13/06/1993 6:00,162,28.3
   1993164N08131,14/06/1993 0:00,130.1,8
   1993164N17278,14/06/1993 0:00,-81.9,16.4
   1993165N08347,14/06/1993 12:00,-15.8,7
   1993165N06146,15/06/1993 0:00,146.4,2.4
   1993165N16093,16/06/1993 18:00,92.7,19.5
   1993165N14119,15/06/1993 0:00,119.4,14.6
   1993166N10256,15/06/1993 12:00,-101.9,6.7
   1993166N06231,15/06/1993 0:00,-129,6.1
   1993166N09269,15/06/1993 18:00,-95.9,7.3
   1993166N22290,16/06/1993 6:00,-68.2,21.6
   1993167N07216,18/06/1993 6:00,-155.3,7.6
   1993167N09307,16/06/1993 18:00,-55.2,11.4
   1993167N29169,16/06/1993 0:00,168.7,28.5
   1993167N07322,16/06/1993 18:00,-42.4,7.5
   1993167N08281,18/06/1993 0:00,-85.5,7.8
   1993167N07259,17/06/1993 12:00,-106.3,9.2
   1993167N03119,17/06/1993 6:00,119.6,7.8
   1993168N18094,19/06/1993 6:00,91.2,20.9
   1993169N02169,18/06/1993 12:00,167.6,0.7
   1993169N02050,18/06/1993 12:00,49.9,2
   1993169N06273,19/06/1993 6:00,-86.3,7.7
   1993169N30127,19/06/1993 6:00,128.1,28.2
   1993169N07201,20/06/1993 0:00,-154.2,7.7
   1993170N09221,20/06/1993 0:00,-144.5,7.5
   1993170N06227,19/06/1993 18:00,-133.3,6.4
   1993170N20291,19/06/1993 18:00,-65.5,17.9
   1993170N11345,20/06/1993 6:00,-14.4,10.2
   1993171N09114,20/06/1993 6:00,112.6,9.1
   1993171N07234,21/06/1993 6:00,-120.5,6.4
   1993171N05189,22/06/1993 0:00,-175.7,6.2
   1993172N24290,22/06/1993 0:00,-72.1,23.5
   1993172N11102,21/06/1993 6:00,102.8,8.1
   1993172N13258,21/06/1993 6:00,-102.3,12.9
   1993173N13252,24/06/1993 12:00,-109.9,10.2
   1993173N16096,24/06/1993 0:00,87.6,19.9
   1993174N08103,24/06/1993 0:00,103.1,9.4
   1993174N07262,25/06/1993 0:00,-90,12.2
   1993174N04313,24/06/1993 6:00,-48.7,6.9
   1993174N08171,23/06/1993 12:00,170.9,8.4
   1993174N08145,24/06/1993 6:00,139.1,8.7
   1993175N10260,26/06/1993 0:00,-100.1,13.4
   1993175N04060,25/06/1993 6:00,60,2
   1993175N03282,26/06/1993 0:00,-79.5,4.3
   1993175N08307,25/06/1993 12:00,-58,8.4
   1993176N13280,25/06/1993 0:00,-80.2,12.8
   1993176N06268,25/06/1993 12:00,-87.6,9.9
   1993176N03207,25/06/1993 18:00,-153.9,3.3
   1993177N04194,26/06/1993 12:00,-166,5.9
   1993177N12265,27/06/1993 18:00,-86.4,9.5
   1993178N11250,29/06/1993 0:00,-115.7,7.1
   1993178N02098,29/06/1993 6:00,92.9,-2.2
   1993179N11276,29/06/1993 12:00,-83.2,11.8
   1993179N07154,30/06/1993 0:00,154.5,6.4
   1993180N06183,30/06/1993 6:00,-178.7,5.2
   1993180N06164,29/06/1993 18:00,164,5.9
   1993181N08089,1/07/1993 0:00,92.3,11.1
   1993181N12270,30/06/1993 18:00,-94.3,14
   1993181N04283,1/07/1993 12:00,-81.5,4.6
   1993182N04094,1/07/1993 12:00,92.6,5.9
   1993182N16087,1/07/1993 12:00,86.1,16.5
   1993183N06273,2/07/1993 18:00,-87,7.2
   1993183N10122,2/07/1993 12:00,122,9.5
   1993183N05166,3/07/1993 12:00,165.5,5.3
   1993185N10114,5/07/1993 6:00,109.3,8.2
   1993185N05282,5/07/1993 6:00,-80.4,4.7
   1993185N04213,5/07/1993 12:00,-149.6,6.4
   1993185N22067,6/07/1993 6:00,62.8,22.5
   1993186N16131,5/07/1993 18:00,128,17.2
   1993186N05334,6/07/1993 0:00,-29.7,5.9
   1993186N06105,6/07/1993 12:00,109,3.2
   1993187N19087,7/07/1993 0:00,85.2,13.1
   1993187N10281,7/07/1993 6:00,-80.5,14.8
   1993188N07109,8/07/1993 0:00,111.1,9.6
   1993188N08266,8/07/1993 6:00,-93.4,7
   1993188N09181,8/07/1993 18:00,-175.2,2.9
   1993188N04168,8/07/1993 6:00,169.2,6.4
   1993189N12344,8/07/1993 12:00,-19.5,10.1
   1993190N07177,9/07/1993 12:00,179.9,4.5
   1993190N12314,10/07/1993 6:00,-56.1,13.3
   1993190N03058,10/07/1993 0:00,57.6,1.1
   1993191N06268,10/07/1993 12:00,-92.9,7.2
   1993191N10279,10/07/1993 12:00,-77.7,9.6
   1993191N08227,11/07/1993 6:00,-138.8,5.7
   1993191N11297,11/07/1993 18:00,-67,17
   1993191N17087,11/07/1993 6:00,88.1,19
   1993191N03194,12/07/1993 18:00,-177,2
   1993191N05258,11/07/1993 6:00,-104,6
   1993192N14085,11/07/1993 18:00,89.4,16.7
   1993192N10259,12/07/1993 12:00,-98.5,7.3
   1993193N16093,13/07/1993 0:00,96.6,12.7
   1993194N12255,13/07/1993 0:00,-104.9,12
   1993194N05282,16/07/1993 6:00,-77.7,5.9
   1993194N00158,15/07/1993 6:00,152.2,1.6
   1993194N03097,14/07/1993 12:00,100.7,-4.4
   1993195N24146,15/07/1993 0:00,145.3,22.4
   1993195N15082,15/07/1993 0:00,82.4,15.5
   1993195N09266,15/07/1993 6:00,-98.3,9.3
   1993196N08100,16/07/1993 0:00,101,11.1
   1993196N08345,17/07/1993 12:00,-20.1,9.2
   1993196N01096,16/07/1993 0:00,96.6,-0.6
   1993197N01171,17/07/1993 12:00,165.8,3.5
   1993197N10278,17/07/1993 0:00,-80.7,11.2
   1993197N13145,17/07/1993 0:00,144.1,12.7
   1993198N01180,17/07/1993 18:00,173.9,6.7
   1993199N17276,18/07/1993 18:00,-82.9,16
   1993199N14343,18/07/1993 6:00,-16.8,13.9
   1993199N04184,19/07/1993 18:00,173.6,-0.1
   1993199N08203,19/07/1993 6:00,-161.7,7
   1993200N07256,20/07/1993 0:00,-105.2,12.2
   1993200N13133,19/07/1993 6:00,132.1,11.6
   1993200N06281,20/07/1993 6:00,-81.1,3.7
   1993200N10141,21/07/1993 12:00,140.7,2.6
   1993201N06205,21/07/1993 18:00,-158.2,9.9
   1993201N11250,22/07/1993 0:00,-104.7,5.4
   1993202N12131,21/07/1993 0:00,130.7,11.7
   1993202N04106,21/07/1993 18:00,105.2,6.1
   1993202N09239,21/07/1993 6:00,-125.3,10.4
   1993202N09244,22/07/1993 12:00,-115.8,9.7
   1993202N08346,21/07/1993 18:00,-15.6,10.1
   1993202N06265,22/07/1993 18:00,-94.4,7.2
   1993203N22091,22/07/1993 18:00,88.9,20.7
   1993203N09110,23/07/1993 6:00,111.5,11.8
   1993203N05159,22/07/1993 18:00,156.5,4.8
   1993203N02138,23/07/1993 0:00,140.8,1.5
   1993203N13134,23/07/1993 12:00,132.9,12.5
   1993204N07259,24/07/1993 12:00,-103,12
   1993205N08116,25/07/1993 6:00,116.2,10.8
   1993205N09093,24/07/1993 12:00,89.6,12.1
   1993205N06207,25/07/1993 6:00,-156.6,8.2
   1993206N15094,25/07/1993 18:00,96.4,11.3
   1993206N06266,27/07/1993 0:00,-96.4,8
   1993206N11252,25/07/1993 18:00,-108,10.8
   1993206N06169,26/07/1993 6:00,167.3,2.8
   1993207N16086,26/07/1993 12:00,88,12.2
   1993207N06228,28/07/1993 6:00,-125.9,10.9
   1993207N11138,27/07/1993 12:00,136.8,10.2
   1993208N15263,28/07/1993 6:00,-99.7,16.5
   1993208N14335,27/07/1993 18:00,-28,11.8
   1993208N13087,28/07/1993 18:00,86.4,11.5
   1993208N09103,27/07/1993 18:00,101.8,12
   1993208N06253,29/07/1993 0:00,-116.8,7.6
   1993208N05160,28/07/1993 6:00,159.2,3.3
   1993209N13272,28/07/1993 6:00,-89.1,12.6
   1993209N16127,29/07/1993 18:00,123.6,19.7
   1993209N04112,29/07/1993 0:00,111.7,4.7
   1993210N16085,30/07/1993 0:00,85.4,16.1
   1993210N06267,29/07/1993 12:00,-94.4,6.6
   1993210N08248,30/07/1993 6:00,-121.3,9.6
   1993210N09150,30/07/1993 0:00,149.6,11.3
   1993210N08184,31/07/1993 6:00,172.6,9.7
   1993211N12343,30/07/1993 6:00,-16.8,11.6
   1993211N05194,31/07/1993 12:00,-162.9,8.5
   1993212N14115,1/08/1993 12:00,113.7,17
   1993212N06254,1/08/1993 0:00,-104.8,7.7
   1993213N05133,1/08/1993 18:00,127.3,10.6
   1993213N05136,1/08/1993 18:00,135.9,5.4
   1993214N25189,2/08/1993 18:00,-173,24.1
   1993214N11251,2/08/1993 6:00,-108.7,11.3
   1993214N15181,2/08/1993 12:00,-178.8,15.3
   1993214N11245,4/08/1993 12:00,-126.2,12.7
   1993214N05188,3/08/1993 6:00,-171.2,6.4
   1993215N08337,5/08/1993 6:00,-30.6,8
   1993216N11189,4/08/1993 6:00,-173.8,11.7
   1993216N07129,5/08/1993 6:00,132.1,7.8
   1993216N10253,5/08/1993 0:00,-106.6,11.1
   1993216N11116,6/08/1993 12:00,115.5,8.3
   1993216N14230,5/08/1993 6:00,-127.2,12.2
   1993216N06282,5/08/1993 6:00,-82.5,8.1
   1993216N12344,6/08/1993 0:00,-17.9,14.4
   1993217N09244,7/08/1993 0:00,-121.1,7.2
   1993217N09201,6/08/1993 18:00,-153.3,7.3
   1993217N06260,6/08/1993 0:00,-103.6,12.9
   1993217N10211,6/08/1993 6:00,-144,7.8
   1993217N13222,7/08/1993 0:00,-140.9,11.6
   1993219N13277,10/08/1993 0:00,-80.4,8.7
   1993219N07230,10/08/1993 0:00,-129.9,7.7
   1993219N09249,8/08/1993 0:00,-113.7,9.1
   1993219N15263,8/08/1993 18:00,-100,13.6
   1993219N27171,8/08/1993 0:00,171.5,26.6
   1993220N12095,8/08/1993 6:00,94.8,14.3
   1993220N10120,10/08/1993 0:00,118.5,13.4
   1993220N09199,8/08/1993 12:00,-161.5,8.5
   1993220N09154,8/08/1993 12:00,153.8,9
   1993220N06265,9/08/1993 18:00,-93.8,8.6
   1993221N24153,11/08/1993 12:00,161.5,25.6
   1993221N03161,10/08/1993 0:00,159,4.2
   1993222N13267,10/08/1993 12:00,-94.3,12.7
   1993222N07228,11/08/1993 18:00,-133.7,7.8
   1993225N05279,14/08/1993 6:00,-77.7,4.8
   1993225N02172,13/08/1993 18:00,170.7,3.3
   1993225N22272,14/08/1993 12:00,-84.9,18.9
   1993226N15268,14/08/1993 6:00,-93,13.9
   1993226N09252,15/08/1993 12:00,-115.3,9.2
   1993226N18113,16/08/1993 0:00,108.6,18.6
   1993226N20167,15/08/1993 18:00,162.4,20.4
   1993226N08242,15/08/1993 6:00,-122.8,7.4
   1993226N04157,15/08/1993 12:00,148.3,4.5
   1993227N05281,17/08/1993 6:00,-79.9,8.5
   1993228N30283,16/08/1993 0:00,-77.2,29.7
   1993228N13247,18/08/1993 0:00,-119.5,11.8
   1993228N10344,17/08/1993 12:00,-18.1,10.2
   1993228N05146,16/08/1993 18:00,144.2,3.5
   1993228N08329,17/08/1993 18:00,-39.9,9.4
   1993229N18088,18/08/1993 0:00,94.8,15.1
   1993229N24156,19/08/1993 12:00,151.1,21.6
   1993230N10151,19/08/1993 18:00,147.3,9.7
   1993231N02175,20/08/1993 0:00,171.6,3.4
   1993231N09233,20/08/1993 6:00,-126,9.9
   1993232N19265,21/08/1993 6:00,-91.9,19.6
   1993233N04189,21/08/1993 18:00,-176.4,3.7
   1993233N09226,21/08/1993 12:00,-137.4,10.2
   1993233N06273,21/08/1993 18:00,-86.8,5.6
   1993233N19092,22/08/1993 12:00,87.3,16.1
   1993235N15144,24/08/1993 12:00,138,15.3
   1993235N10273,24/08/1993 12:00,-84.4,4.9
   1993235N29273,24/08/1993 18:00,-84,27
   1993236N11211,25/08/1993 6:00,-149.9,10.7
   1993236N11086,26/08/1993 0:00,87.9,8.7
   1993237N12262,25/08/1993 18:00,-98,12.1
   1993238N06166,26/08/1993 12:00,161.2,4.7
   1993238N10284,27/08/1993 0:00,-81.6,11.8
   1993238N06282,26/08/1993 18:00,-78.6,5.7
   1993238N07189,27/08/1993 12:00,-178.7,8
   1993239N05199,28/08/1993 0:00,-166.1,10.6
   1993239N04113,27/08/1993 0:00,112.5,4
   1993239N11342,27/08/1993 6:00,-19.4,10.4
   1993239N10255,28/08/1993 0:00,-108.7,10.2
   1993239N28282,27/08/1993 12:00,-77.7,28.4
   1993239N11228,29/08/1993 12:00,-127.9,9.5
   1993239N06169,28/08/1993 18:00,163.2,1.3
   1993240N08216,29/08/1993 0:00,-147.4,5.3
   1993240N11220,29/08/1993 18:00,-142.1,8.2
   1993241N03181,29/08/1993 12:00,179.6,3.7
   1993241N09092,29/08/1993 12:00,91.7,8.3
   1993241N09345,30/08/1993 6:00,-19.4,11.2
   1993242N13329,30/08/1993 18:00,-31,14.5
   1993242N04278,31/08/1993 12:00,-81.9,9.7
   1993242N07194,1/09/1993 0:00,-161.4,11.1
   1993243N15140,1/09/1993 18:00,140.1,12.8
   1993244N09225,2/09/1993 6:00,-135.2,9.4
   1993244N15261,1/09/1993 12:00,-98.7,15.3
   1993244N10217,1/09/1993 12:00,-142.9,10.1
   1993245N09101,2/09/1993 6:00,102.2,10.2
   1993245N09238,3/09/1993 18:00,-124.3,10.3
   1993245N13095,3/09/1993 12:00,91,12.1
   1993245N05149,4/09/1993 12:00,142.2,8.9
   1993246N13338,4/09/1993 6:00,-18.4,17.6
   1993246N17310,3/09/1993 12:00,-50.5,17.8
   1993246N05282,3/09/1993 18:00,-78.9,5.2
   1993246N22088,4/09/1993 6:00,83.3,16.7
   1993247N14093,6/09/1993 18:00,94.7,14.3
   1993248N19305,5/09/1993 18:00,-59.7,20.9
   1993248N07349,5/09/1993 6:00,-14.4,7.2
   1993249N15109,6/09/1993 12:00,114.6,12.6
   1993249N08196,7/09/1993 0:00,-165.6,6.4
   1993249N15081,8/09/1993 0:00,86.8,17.4
   1993250N15145,7/09/1993 18:00,147.8,7.3
   1993251N09310,8/09/1993 0:00,-50.5,8.8
   1993251N08103,8/09/1993 18:00,103.6,8.2
   1993251N08237,11/09/1993 0:00,-125.5,8.8
   1993251N04182,10/09/1993 12:00,177.4,-0.4
   1993252N14092,9/09/1993 18:00,90.1,11.9
   1993253N06210,11/09/1993 0:00,-150.3,7
   1993253N05270,11/09/1993 0:00,-91,4.6
   1993253N11156,11/09/1993 6:00,160,9.4
   1993254N10216,11/09/1993 18:00,-139.8,10.2
   1993254N11183,11/09/1993 6:00,-178.8,8.8
   1993254N18093,11/09/1993 12:00,91.5,22
